FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE
2015-01-01,NK,20416,NK,970,11292,1129202,30325,DEN,11697,1169703,32467,FLL,2345,2343,-2.00,12.00,2355,0525,11.00,0523,0536,13.00,0.00,,0.00,1703.00
2015-01-01,NK,20416,NK,971,11298,1129803,30194,DFW,14107,1410702,30466,PHX,2320,2318,-2.00,11.00,2329,0045,9.00,0051,0054,3.00,0.00,,0.00,868.00
2015-01-01,NK,20416,NK,971,11697,1169703,32467,FLL,11298,1129803,30194,DFW,2020,2018,-2.00,16.00,2034,2208,5.00,2230,2213,-17.00,0.00,,0.00,1119.00
2015-01-01,OO,20304,OO,2609,14893,1489302,33192,SMF,12892,1289203,32575,LAX,1840,1843,3.00,15.00,1858,1958,17.00,2010,2015,5.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2610,12892,1289203,32575,LAX,11638,1163805,31638,FAT,2000,1953,-7.00,14.00,2007,2046,12.00,2055,2058,3.00,0.00,,0.00,209.00
2015-01-01,OO,20304,OO,2611,12892,1289203,32575,LAX,14679,1467903,33570,SAN,2100,2053,-7.00,11.00,2104,2132,5.00,2145,2137,-8.00,0.00,,0.00,109.00
2015-01-01,OO,20304,OO,2612,12892,1289203,32575,LAX,14869,1486903,34614,SLC,1020,1021,1.00,21.00,1042,1317,4.00,1305,1321,16.00,0.00,,0.00,590.00
2015-01-01,OO,20304,OO,2612,14869,1486903,34614,SLC,12892,1289203,32575,LAX,1330,1343,13.00,27.00,1410,1430,4.00,1425,1434,9.00,0.00,,0.00,590.00
2015-01-01,OO,20304,OO,2615,12892,1289203,32575,LAX,15376,1537602,30436,TUS,1945,1935,-10.00,7.00,1942,2151,4.00,2210,2155,-15.00,0.00,,0.00,451.00
2015-01-01,OO,20304,OO,2616,13476,1347603,34922,MRY,12892,1289203,32575,LAX,0740,0728,-12.00,13.00,0741,0825,12.00,0900,0837,-23.00,0.00,,0.00,266.00
2015-01-01,OO,20304,OO,2617,11638,1163805,31638,FAT,12892,1289203,32575,LAX,1935,1925,-10.00,5.00,1930,2009,10.00,2045,2019,-26.00,0.00,,0.00,209.00
2015-01-01,OO,20304,OO,2617,12892,1289203,32575,LAX,11638,1163805,31638,FAT,1810,1800,-10.00,10.00,1810,1850,4.00,1910,1854,-16.00,0.00,,0.00,209.00
2015-01-01,OO,20304,OO,2618,11540,1154003,30615,ELP,12892,1289203,32575,LAX,1745,1805,20.00,11.00,1816,1857,7.00,1855,1904,9.00,0.00,,0.00,715.00
2015-01-01,OO,20304,OO,2618,12892,1289203,32575,LAX,11540,1154003,30615,ELP,1425,1444,19.00,18.00,1502,1734,3.00,1715,1737,22.00,0.00,,0.00,715.00
2015-01-01,OO,20304,OO,2619,12892,1289203,32575,LAX,14893,1489302,33192,SMF,1050,1040,-10.00,9.00,1049,1151,11.00,1215,1202,-13.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2619,14893,1489302,33192,SMF,12892,1289203,32575,LAX,1240,1235,-5.00,11.00,1246,1344,6.00,1410,1350,-20.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2620,12892,1289203,32575,LAX,14679,1467903,33570,SAN,1425,1424,-1.00,15.00,1439,1508,5.00,1510,1513,3.00,0.00,,0.00,109.00
2015-01-01,OO,20304,OO,2620,14679,1467903,33570,SAN,12892,1289203,32575,LAX,1535,1535,0.00,10.00,1545,1611,4.00,1620,1615,-5.00,0.00,,0.00,109.00
2015-01-01,OO,20304,OO,2621,12892,1289203,32575,LAX,14831,1483103,32457,SJC,1305,1256,-9.00,34.00,1330,1419,4.00,1415,1423,8.00,0.00,,0.00,308.00
2015-01-01,OO,20304,OO,2621,14831,1483103,32457,SJC,12892,1289203,32575,LAX,1445,1447,2.00,13.00,1500,1551,11.00,1605,1602,-3.00,0.00,,0.00,308.00
2015-01-01,OO,20304,OO,2622,14893,1489302,33192,SMF,12892,1289203,32575,LAX,0600,0551,-9.00,31.00,0622,0723,5.00,0730,0728,-2.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2623,10140,1014003,30140,ABQ,12892,1289203,32575,LAX,1805,1817,12.00,21.00,1838,1911,6.00,1905,1917,12.00,0.00,,0.00,677.00
2015-01-01,OO,20304,OO,2623,12892,1289203,32575,LAX,10140,1014003,30140,ABQ,1450,1449,-1.00,15.00,1504,1733,17.00,1740,1750,10.00,0.00,,0.00,677.00
2015-01-01,OO,20304,OO,5332,13930,1393003,30977,ORD,14006,1400602,34006,PAH,1310,1306,-4.00,18.00,1324,1420,5.00,1430,1425,-5.00,0.00,,0.00,342.00
2015-01-01,OO,20304,OO,5334,11292,1129202,30325,DEN,14288,1428803,34288,PUB,1540,1604,24.00,9.00,1613,1639,4.00,1628,1643,15.00,0.00,,0.00,109.00
2015-01-01,OO,20304,OO,5334,13158,1315802,33158,MAF,11292,1129202,30325,DEN,1316,,,,,,,1409,,,1.00,C,0.00,563.00
2015-01-01,OO,20304,OO,5335,10930,1093002,30930,CEC,14771,1477101,32457,SFO,1035,1025,-10.00,17.00,1042,1158,6.00,1212,1204,-8.00,0.00,,0.00,304.00
2015-01-01,OO,20304,OO,5336,14771,1477101,32457,SFO,13891,1389101,32575,ONT,1252,1251,-1.00,6.00,1257,1354,5.00,1410,1359,-11.00,0.00,,0.00,363.00
2015-01-01,OO,20304,OO,5337,13158,1315802,33158,MAF,11292,1129202,30325,DEN,0612,,,,,,,0708,,,1.00,B,0.00,563.00
2015-01-01,OO,20304,OO,4672,13342,1334205,33342,MKE,13487,1348702,31650,MSP,1100,1055,-5.00,12.00,1107,1205,5.00,1214,1210,-4.00,0.00,,0.00,297.00
2015-01-01,OO,20304,OO,4674,13487,1348702,31650,MSP,15370,1537002,34653,TUL,0915,0910,-5.00,41.00,0951,1125,4.00,1122,1129,7.00,0.00,,0.00,615.00
2015-01-01,OO,20304,OO,4674,15370,1537002,34653,TUL,13487,1348702,31650,MSP,1210,1205,-5.00,8.00,1213,1333,12.00,1405,1345,-20.00,0.00,,0.00,615.00
2015-01-01,OO,20304,OO,4675,14869,1486903,34614,SLC,10800,1080003,32575,BUR,1500,1452,-8.00,29.00,1521,1549,3.00,1602,1552,-10.00,0.00,,0.00,574.00
2015-01-01,OO,20304,OO,4677,13487,1348702,31650,MSP,13232,1323202,30977,MDW,1620,1628,8.00,17.00,1645,1749,7.00,1802,1756,-6.00,0.00,,0.00,349.00
2015-01-01,OO,20304,OO,4678,11337,1133703,31337,DLH,13487,1348702,31650,MSP,1100,1053,-7.00,12.00,1105,1145,7.00,1208,1152,-16.00,0.00,,0.00,144.00
2015-01-01,OO,20304,OO,4679,13487,1348702,31650,MSP,12278,1227802,30928,ICT,1605,1602,-3.00,24.00,1626,1749,5.00,1800,1754,-6.00,0.00,,0.00,545.00
2015-01-01,OO,20304,OO,5302,14771,1477101,32457,SFO,14252,1425202,34252,PSC,2030,2024,-6.00,13.00,2037,2209,5.00,2221,2214,-7.00,0.00,,0.00,620.00
2015-01-01,OO,20304,OO,5305,13891,1389101,32575,ONT,14771,1477101,32457,SFO,1440,1435,-5.00,7.00,1442,1542,6.00,1604,1548,-16.00,0.00,,0.00,363.00
2015-01-01,OO,20304,OO,5306,11041,1104103,31041,CLD,12892,1289203,32575,LAX,0835,0844,9.00,6.00,0850,0916,9.00,0926,0925,-1.00,0.00,,0.00,86.00
2015-01-01,OO,20304,OO,4671,13487,1348702,31650,MSP,11977,1197702,31977,GRB,1600,1554,-6.00,11.00,1605,1647,4.00,1709,1651,-18.00,0.00,,0.00,252.00
2015-01-01,OO,20304,OO,5297,13342,1334205,33342,MKE,13930,1393003,30977,ORD,0633,0623,-10.00,12.00,0635,0656,6.00,0727,0702,-25.00,0.00,,0.00,67.00
2015-01-01,OO,20304,OO,5298,13342,1334205,33342,MKE,13930,1393003,30977,ORD,0800,0750,-10.00,17.00,0807,0828,13.00,0854,0841,-13.00,0.00,,0.00,67.00
2015-01-01,OO,20304,OO,4507,10849,1084903,30849,BZN,14869,1486903,34614,SLC,1450,1445,-5.00,26.00,1511,1610,7.00,1617,1617,0.00,0.00,,0.00,347.00
2015-01-01,OO,20304,OO,4508,14262,1426202,34262,PSP,14869,1486903,34614,SLC,1300,1250,-10.00,12.00,1302,1532,6.00,1547,1538,-9.00,0.00,,0.00,541.00
2015-01-01,OO,20304,OO,4509,14869,1486903,34614,SLC,14262,1426202,34262,PSP,1113,1110,-3.00,30.00,1140,1156,11.00,1203,1207,4.00,0.00,,0.00,541.00
2015-01-01,OO,20304,OO,4510,13487,1348702,31650,MSP,12389,1238902,32389,ISN,0910,0908,-2.00,59.00,1007,1139,5.00,1117,1144,27.00,0.00,,0.00,546.00
2015-01-01,OO,20304,OO,4513,13264,1326403,33264,MFR,14869,1486903,34614,SLC,1010,0955,-15.00,18.00,1013,1237,5.00,1300,1242,-18.00,0.00,,0.00,575.00
2015-01-01,OO,20304,OO,4514,14869,1486903,34614,SLC,15376,1537602,30436,TUS,1503,1501,-2.00,15.00,1516,1645,3.00,1655,1648,-7.00,0.00,,0.00,601.00
2015-01-01,OO,20304,OO,5310,11292,1129202,30325,DEN,11865,1186502,31865,GCC,1955,2047,52.00,84.00,2211,2308,7.00,2134,2315,101.00,0.00,,0.00,313.00
2015-01-01,OO,20304,OO,2591,12892,1289203,32575,LAX,14831,1483103,32457,SJC,1005,1003,-2.00,13.00,1016,1117,2.00,1115,1119,4.00,0.00,,0.00,308.00
2015-01-01,OO,20304,OO,2591,14831,1483103,32457,SJC,12892,1289203,32575,LAX,1145,1153,8.00,16.00,1209,1303,12.00,1305,1315,10.00,0.00,,0.00,308.00
2015-01-01,OO,20304,OO,2592,12892,1289203,32575,LAX,14869,1486903,34614,SLC,1535,1535,0.00,13.00,1548,1826,6.00,1820,1832,12.00,0.00,,0.00,590.00
2015-01-01,OO,20304,OO,2592,14869,1486903,34614,SLC,12892,1289203,32575,LAX,1845,1910,25.00,17.00,1927,1948,10.00,1940,1958,18.00,0.00,,0.00,590.00
2015-01-01,OO,20304,OO,2593,14489,1448902,34489,RDM,12892,1289203,32575,LAX,0730,0739,9.00,21.00,0800,0939,12.00,0940,0951,11.00,0.00,,0.00,726.00
2015-01-01,OO,20304,OO,2594,12892,1289203,32575,LAX,14893,1489302,33192,SMF,1355,1346,-9.00,13.00,1359,1508,6.00,1520,1514,-6.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2594,14893,1489302,33192,SMF,12892,1289203,32575,LAX,1545,1539,-6.00,10.00,1549,1650,12.00,1715,1702,-13.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2595,12892,1289203,32575,LAX,13476,1347603,34922,MRY,2110,2057,-13.00,15.00,2112,2155,3.00,2215,2158,-17.00,0.00,,0.00,266.00
2015-01-01,OO,20304,OO,2596,15376,1537602,30436,TUS,12892,1289203,32575,LAX,0715,0715,0.00,28.00,0743,0758,8.00,0755,0806,11.00,0.00,,0.00,451.00
2015-01-01,OO,20304,OO,2598,12892,1289203,32575,LAX,15376,1537602,30436,TUS,1140,1133,-7.00,15.00,1148,1357,4.00,1405,1401,-4.00,0.00,,0.00,451.00
2015-01-01,OO,20304,OO,2598,15376,1537602,30436,TUS,12892,1289203,32575,LAX,1435,1434,-1.00,14.00,1448,1458,11.00,1510,1509,-1.00,0.00,,0.00,451.00
2015-01-01,OO,20304,OO,2599,11292,1129202,30325,DEN,12892,1289203,32575,LAX,0545,0658,73.00,11.00,0709,0801,10.00,0715,0811,56.00,0.00,,0.00,862.00
2015-01-01,OO,20304,OO,2600,12892,1289203,32575,LAX,14489,1448902,34489,RDM,1755,1752,-3.00,10.00,1802,1953,3.00,2000,1956,-4.00,0.00,,0.00,726.00
2015-01-01,OO,20304,OO,2602,11540,1154003,30615,ELP,12892,1289203,32575,LAX,1200,1203,3.00,10.00,1213,1302,6.00,1315,1308,-7.00,0.00,,0.00,715.00
2015-01-01,OO,20304,OO,2602,12892,1289203,32575,LAX,11540,1154003,30615,ELP,0835,0833,-2.00,27.00,0900,1130,5.00,1130,1135,5.00,0.00,,0.00,715.00
2015-01-01,OO,20304,OO,2604,14679,1467903,33570,SAN,12892,1289203,32575,LAX,0630,0620,-10.00,17.00,0637,0702,7.00,0725,0709,-16.00,0.00,,0.00,109.00
2015-01-01,OO,20304,OO,2605,14869,1486903,34614,SLC,12892,1289203,32575,LAX,0725,0740,15.00,38.00,0818,0838,15.00,0830,0853,23.00,0.00,,0.00,590.00
2015-01-01,OO,20304,OO,2606,11638,1163805,31638,FAT,12892,1289203,32575,LAX,0755,0754,-1.00,16.00,0810,0852,10.00,0910,0902,-8.00,0.00,,0.00,209.00
2015-01-01,OO,20304,OO,2607,12892,1289203,32575,LAX,14893,1489302,33192,SMF,0735,0730,-5.00,18.00,0748,0901,7.00,0900,0908,8.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2607,14893,1489302,33192,SMF,12892,1289203,32575,LAX,0925,0930,5.00,15.00,0945,1045,15.00,1055,1100,5.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2608,12892,1289203,32575,LAX,14893,1489302,33192,SMF,2050,2059,9.00,17.00,2116,2217,6.00,2210,2223,13.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,2609,12892,1289203,32575,LAX,14893,1489302,33192,SMF,1650,1650,0.00,20.00,1710,1818,5.00,1815,1823,8.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,5361,11076,1107602,31076,CMX,13930,1393003,30977,ORD,1318,1433,75.00,33.00,1506,1501,7.00,1355,1508,73.00,0.00,,0.00,359.00
2015-01-01,OO,20304,OO,5361,13930,1393003,30977,ORD,11823,1182304,31823,FWA,1605,1630,25.00,16.00,1646,1813,6.00,1803,1819,16.00,0.00,,0.00,157.00
2015-01-01,OO,20304,OO,5362,14689,1468902,34689,SBA,12892,1289203,32575,LAX,1411,1425,14.00,9.00,1434,1459,9.00,1502,1508,6.00,0.00,,0.00,89.00
2015-01-01,OO,20304,OO,4856,14831,1483103,32457,SJC,12892,1289203,32575,LAX,0925,0939,14.00,17.00,0956,1046,12.00,1045,1058,13.00,0.00,,0.00,308.00
2015-01-01,OO,20304,OO,4857,14869,1486903,34614,SLC,11638,1163805,31638,FAT,1512,1510,-2.00,15.00,1525,1535,5.00,1558,1540,-18.00,0.00,,0.00,501.00
2015-01-01,OO,20304,OO,4965,15041,1504102,35041,SUN,11292,1129202,30325,DEN,1332,1447,75.00,27.00,1514,1633,6.00,1513,1639,86.00,0.00,,0.00,557.00
2015-01-01,OO,20304,OO,4966,14771,1477101,32457,SFO,15041,1504102,35041,SUN,1055,1109,14.00,44.00,1153,1427,3.00,1348,1430,42.00,0.00,,0.00,587.00
2015-01-01,OO,20304,OO,4967,13303,1330303,32467,MIA,12266,1226603,31453,IAH,1140,1157,17.00,14.00,1211,1347,5.00,1332,1352,20.00,0.00,,0.00,964.00
2015-01-01,OO,20304,OO,4968,10599,1059904,30599,BHM,12266,1226603,31453,IAH,1830,1841,11.00,15.00,1856,2038,5.00,2022,2043,21.00,0.00,,0.00,562.00
2015-01-01,OO,20304,OO,4968,12266,1226603,31453,IAH,14683,1468303,33214,SAT,2105,2111,6.00,15.00,2126,2205,4.00,2205,2209,4.00,0.00,,0.00,191.00
2015-01-01,OO,20304,OO,4969,10620,1062002,30620,BIL,11292,1129202,30325,DEN,1018,1006,-12.00,9.00,1015,1121,9.00,1148,1130,-18.00,0.00,,0.00,455.00
2015-01-01,OO,20304,OO,4969,11292,1129202,30325,DEN,10279,1027903,30279,AMA,1512,1549,37.00,15.00,1604,1802,5.00,1724,1807,43.00,0.00,,0.00,359.00
2015-01-01,OO,20304,OO,6205,12266,1226603,31453,IAH,14262,1426202,34262,PSP,1002,1010,8.00,14.00,1024,1130,12.00,1130,1142,12.00,0.00,,0.00,1269.00
2015-01-01,OO,20304,OO,6205,14262,1426202,34262,PSP,11292,1129202,30325,DEN,1205,1207,2.00,14.00,1221,1512,12.00,1512,1524,12.00,0.00,,0.00,776.00
2015-01-01,OO,20304,OO,6206,11292,1129202,30325,DEN,14107,1410702,30466,PHX,1559,1730,91.00,37.00,1807,1942,4.00,1759,1946,107.00,0.00,,0.00,602.00
2015-01-01,OO,20304,OO,6206,14107,1410702,30466,PHX,11292,1129202,30325,DEN,1935,,,,,,,2121,,,1.00,C,0.00,602.00
2015-01-01,OO,20304,OO,6207,14771,1477101,32457,SFO,12889,1288903,32211,LAS,0830,0825,-5.00,15.00,0840,0956,10.00,1006,1006,0.00,0.00,,0.00,414.00
2015-01-01,OO,20304,OO,6208,11292,1129202,30325,DEN,13433,1343302,33304,MOT,1446,1448,2.00,20.00,1508,1741,5.00,1738,1746,8.00,0.00,,0.00,604.00
2015-01-01,OO,20304,OO,6209,11292,1129202,30325,DEN,14908,1490803,32575,SNA,0759,0835,36.00,13.00,0848,0937,5.00,0928,0942,14.00,0.00,,0.00,846.00
2015-01-01,OO,20304,OO,6210,11292,1129202,30325,DEN,14262,1426202,34262,PSP,2201,,,,,,,2323,,,1.00,C,0.00,776.00
2015-01-01,OO,20304,OO,6210,12278,1227802,30928,ICT,11292,1129202,30325,DEN,2030,2154,84.00,12.00,2206,2222,12.00,2106,2234,88.00,0.00,,0.00,420.00
2015-01-01,OO,20304,OO,6212,10157,1015703,30157,ACV,14771,1477101,32457,SFO,1350,1344,-6.00,9.00,1353,1454,2.00,1511,1456,-15.00,0.00,,0.00,250.00
2015-01-01,OO,20304,OO,6212,14771,1477101,32457,SFO,14689,1468902,34689,SBA,1700,1654,-6.00,20.00,1714,1817,5.00,1823,1822,-1.00,0.00,,0.00,262.00
2015-01-01,OO,20304,OO,2587,12892,1289203,32575,LAX,15376,1537602,30436,TUS,0805,0755,-10.00,11.00,0806,1008,4.00,1030,1012,-18.00,0.00,,0.00,451.00
2015-01-01,OO,20304,OO,4846,14869,1486903,34614,SLC,12889,1288903,32211,LAS,1653,1710,17.00,22.00,1732,1723,8.00,1722,1731,9.00,0.00,,0.00,368.00
2015-01-01,OO,20304,OO,4848,11423,1142303,31423,DSM,13487,1348702,31650,MSP,1055,1047,-8.00,7.00,1054,1135,11.00,1201,1146,-15.00,0.00,,0.00,232.00
2015-01-01,EV,20366,EV,5106,14685,1468502,34685,SAV,10397,1039705,30397,ATL,1355,1443,48.00,11.00,1454,1531,5.00,1502,1536,34.00,0.00,,0.00,214.00
2015-01-01,EV,20366,EV,5107,10397,1039705,30397,ATL,11996,1199603,31871,GSP,1025,1021,-4.00,11.00,1032,1103,2.00,1119,1105,-14.00,0.00,,0.00,153.00
2015-01-01,EV,20366,EV,5107,11996,1199603,31871,GSP,10397,1039705,30397,ATL,1159,1155,-4.00,16.00,1211,1245,10.00,1257,1255,-2.00,0.00,,0.00,153.00
2015-01-01,NK,20416,NK,331,12953,1295302,31703,LGA,13930,1393003,30977,ORD,2155,2149,-6.00,13.00,2202,2318,9.00,2322,2327,5.00,0.00,,0.00,733.00
2015-01-01,NK,20416,NK,339,11697,1169703,32467,FLL,12892,1289203,32575,LAX,2105,2119,14.00,13.00,2132,2332,12.00,2358,2344,-14.00,0.00,,0.00,2342.00
2015-01-01,NK,20416,NK,341,10158,1015804,30158,ACY,15304,1530402,33195,TPA,1342,1332,-10.00,8.00,1340,1604,5.00,1617,1609,-8.00,0.00,,0.00,913.00
2015-01-01,NK,20416,NK,342,14107,1410702,30466,PHX,13487,1348702,31650,MSP,1505,1532,27.00,12.00,1544,1915,9.00,1911,1924,13.00,0.00,,0.00,1276.00
2015-01-01,NK,20416,NK,345,13487,1348702,31650,MSP,14107,1410702,30466,PHX,0926,0931,5.00,41.00,1012,1214,5.00,1147,1219,32.00,0.00,,0.00,1276.00
2015-01-01,NK,20416,NK,348,15304,1530402,33195,TPA,10158,1015804,30158,ACY,1700,1657,-3.00,13.00,1710,1907,6.00,1913,1913,0.00,0.00,,0.00,913.00
2015-01-01,NK,20416,NK,350,13577,1357702,31135,MYR,10158,1015804,30158,ACY,2120,2059,-21.00,8.00,2107,2208,4.00,2238,2212,-26.00,0.00,,0.00,466.00
2015-01-01,NK,20416,NK,355,11697,1169703,32467,FLL,11292,1129202,30325,DEN,2027,2025,-2.00,14.00,2039,2229,14.00,2255,2243,-12.00,0.00,,0.00,1703.00
2015-01-01,NK,20416,NK,356,12889,1288903,32211,LAS,13930,1393003,30977,ORD,1720,1714,-6.00,11.00,1725,2244,6.00,2252,2250,-2.00,0.00,,0.00,1514.00
2015-01-01,NK,20416,NK,356,14679,1467903,33570,SAN,12889,1288903,32211,LAS,1520,1513,-7.00,18.00,1531,1628,7.00,1632,1635,3.00,0.00,,0.00,258.00
2015-01-01,NK,20416,NK,357,13930,1393003,30977,ORD,12889,1288903,32211,LAS,0935,0935,0.00,13.00,0948,1059,45.00,1133,1144,11.00,0.00,,0.00,1514.00
2015-01-01,NK,20416,NK,360,12889,1288903,32211,LAS,14057,1405702,34057,PDX,1535,1534,-1.00,10.00,1544,1740,6.00,1754,1746,-8.00,0.00,,0.00,763.00
2015-01-01,NK,20416,NK,360,13796,1379603,32457,OAK,12889,1288903,32211,LAS,1326,1337,11.00,9.00,1346,1458,5.00,1450,1503,13.00,0.00,,0.00,407.00
2015-01-01,NK,20416,NK,362,12266,1226603,31453,IAH,10397,1039705,30397,ATL,1230,1253,23.00,10.00,1303,1534,11.00,1523,1545,22.00,0.00,,0.00,689.00
2015-01-01,NK,20416,NK,363,10397,1039705,30397,ATL,12266,1226603,31453,IAH,1603,1629,26.00,16.00,1645,1741,24.00,1730,1805,35.00,0.00,,0.00,689.00
2015-01-01,NK,20416,NK,364,11298,1129803,30194,DFW,13495,1349503,33495,MSY,1223,1222,-1.00,9.00,1231,1338,5.00,1346,1343,-3.00,0.00,,0.00,447.00
2015-01-01,NK,20416,NK,365,13495,1349503,33495,MSY,11298,1129803,30194,DFW,1426,1418,-8.00,8.00,1426,1544,10.00,1604,1554,-10.00,0.00,,0.00,447.00
2015-01-01,NK,20416,NK,371,11697,1169703,32467,FLL,10732,1073203,30732,BQN,2355,2352,-3.00,16.00,0008,0304,8.00,0316,0312,-4.00,0.00,,0.00,983.00
2015-01-01,NK,20416,NK,379,10158,1015804,30158,ACY,13577,1357702,31135,MYR,0630,0621,-9.00,36.00,0657,0810,5.00,0805,0815,10.00,0.00,,0.00,466.00
2015-01-01,NK,20416,NK,380,11697,1169703,32467,FLL,11433,1143302,31295,DTW,2020,2220,120.00,23.00,2243,0114,35.00,2317,0149,152.00,0.00,,0.00,1127.00
2015-01-01,NK,20416,NK,388,12889,1288903,32211,LAS,11433,1143302,31295,DTW,1220,1219,-1.00,17.00,1236,1858,9.00,1914,1907,-7.00,0.00,,0.00,1749.00
2015-01-01,NK,20416,NK,394,12889,1288903,32211,LAS,14100,1410002,34100,PHL,1239,1231,-8.00,15.00,1246,1944,13.00,2014,1957,-17.00,0.00,,0.00,2176.00
2015-01-01,NK,20416,NK,395,14100,1410002,34100,PHL,12889,1288903,32211,LAS,1942,1947,5.00,17.00,2004,2231,4.00,2222,2235,13.00,0.00,,0.00,2176.00
2015-01-01,NK,20416,NK,403,10397,1039705,30397,ATL,11697,1169703,32467,FLL,1855,1851,-4.00,10.00,1901,2026,7.00,2050,2033,-17.00,0.00,,0.00,581.00
2015-01-01,NK,20416,NK,404,11697,1169703,32467,FLL,10397,1039705,30397,ATL,0740,0739,-1.00,13.00,0752,0917,26.00,0934,0943,9.00,0.00,,0.00,581.00
2015-01-01,NK,20416,NK,407,13204,1320402,31454,MCO,11298,1129803,30194,DFW,2015,2001,-14.00,15.00,2016,2137,9.00,2209,2146,-23.00,0.00,,0.00,985.00
2015-01-01,NK,20416,NK,408,13796,1379603,32457,OAK,11298,1129803,30194,DFW,1859,1857,-2.00,9.00,1906,0015,6.00,0015,0021,6.00,0.00,,0.00,1457.00
2015-01-01,NK,20416,NK,409,13930,1393003,30977,ORD,11697,1169703,32467,FLL,0530,0526,-4.00,12.00,0538,0907,6.00,0938,0913,-25.00,0.00,,0.00,1182.00
2015-01-01,NK,20416,NK,410,11697,1169703,32467,FLL,10821,1082103,30852,BWI,0704,0705,1.00,13.00,0718,0928,9.00,0929,0937,8.00,0.00,,0.00,925.00
2015-01-01,NK,20416,NK,416,11697,1169703,32467,FLL,12265,1226503,32265,IAG,2155,2151,-4.00,15.00,2206,0047,6.00,0049,0053,4.00,0.00,,0.00,1176.00
2015-01-01,NK,20416,NK,417,11433,1143302,31295,DTW,11697,1169703,32467,FLL,0640,0643,3.00,11.00,0654,0924,6.00,0946,0930,-16.00,0.00,,0.00,1127.00
2015-01-01,NK,20416,NK,424,12892,1289203,32575,LAX,13487,1348702,31650,MSP,0917,0913,-4.00,11.00,0924,1441,9.00,1454,1450,-4.00,0.00,,0.00,1535.00
2015-01-01,OO,20304,OO,5366,12519,1251902,32519,JMS,11292,1129202,30325,DEN,0808,,,,,,,0858,,,1.00,C,0.00,573.00
2015-01-01,OO,20304,OO,5367,13891,1389101,32575,ONT,14771,1477101,32457,SFO,1041,1035,-6.00,9.00,1044,1141,9.00,1210,1150,-20.00,0.00,,0.00,363.00
2015-01-01,OO,20304,OO,5367,14771,1477101,32457,SFO,14489,1448902,34489,RDM,1500,1452,-8.00,18.00,1510,1620,3.00,1632,1623,-9.00,0.00,,0.00,462.00
2015-01-01,OO,20304,OO,5369,13930,1393003,30977,ORD,15008,1500802,32556,STC,1141,1252,71.00,19.00,1311,1420,4.00,1308,1424,76.00,0.00,,0.00,394.00
2015-01-01,OO,20304,OO,4822,14893,1489302,33192,SMF,12892,1289203,32575,LAX,1700,1724,24.00,11.00,1735,1830,11.00,1825,1841,16.00,0.00,,0.00,373.00
2015-01-01,OO,20304,OO,4826,14107,1410702,30466,PHX,12892,1289203,32575,LAX,1233,1226,-7.00,22.00,1248,1247,6.00,1305,1253,-12.00,0.00,,0.00,370.00
2015-01-01,OO,20304,OO,5645,13264,1326403,33264,MFR,14771,1477101,32457,SFO,1619,1616,-3.00,13.00,1629,1728,4.00,1738,1732,-6.00,0.00,,0.00,329.00
2015-01-01,OO,20304,OO,5646,14771,1477101,32457,SFO,14689,1468902,34689,SBA,1040,1037,-3.00,31.00,1108,1207,6.00,1203,1213,10.00,0.00,,0.00,262.00
2015-01-01,OO,20304,OO,5647,14771,1477101,32457,SFO,14689,1468902,34689,SBA,2020,2015,-5.00,14.00,2029,2126,1.00,2143,2127,-16.00,0.00,,0.00,262.00
2015-01-01,OO,20304,OO,5648,14771,1477101,32457,SFO,14689,1468902,34689,SBA,2236,2233,-3.00,14.00,2247,2339,3.00,2354,2342,-12.00,0.00,,0.00,262.00
2015-01-01,OO,20304,OO,5649,11292,1129202,30325,DEN,10800,1080003,32575,BUR,1845,,,,,,,2019,,,1.00,C,0.00,850.00
2015-01-01,OO,20304,OO,5650,11986,1198603,31986,GRR,11292,1129202,30325,DEN,1705,1719,14.00,31.00,1750,1842,16.00,1811,1858,47.00,0.00,,0.00,1015.00
2015-01-01,OO,20304,OO,4974,10397,1039705,30397,ATL,12266,1226603,31453,IAH,0646,0642,-4.00,16.00,0658,0759,10.00,0802,0809,7.00,0.00,,0.00,689.00
